m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,data_type_ind,filing_type,qtr_nbr,zacks_sector_code,zacks_x_ind_code,zacks_metrics_ind_code,fye_month,comp_cik,per_len,sic_code,filing_date,last_changed_date,state_incorp_name,bus_address_line_1,bus_city,bus_state_name,bus_post_code,bus_phone_nbr,bus_fax_nbr,mail_address_line_1,mail_city,mail_state_name,mail_post_code,country_name,country_code,home_exchange_name,emp_cnt,emp_pt_cnt,emp_ft_cnt,emp_other_cnt,comm_share_holder,auditor,auditor_opinion,comp_url,email_addr,nbr_shares_out,shares_out_date,officer_name_1,officer_title_1,officer_name_2,officer_title_2,officer_name_3,officer_title_3,officer_name_4,officer_title_4,officer_name_5,officer_title_5,rpt_0_date,tot_revnu,cost_good_sold,gross_profit,tot_deprec_amort,int_exp_oper,int_invst_income_oper,res_dev_exp,in_proc_res_dev_exp_aggr,tot_sell_gen_admin_exp,rental_exp_ind_broker,pension_post_retire_exp,other_oper_income_exp,tot_oper_exp,oper_income,non_oper_int_exp,int_cap,asset_wdown_impair_aggr,restruct_charge,merger_acq_income_aggr,rental_income,spcl_unusual_charge,impair_goodwill,litig_aggr,gain_loss_sale_asset_aggr,gain_loss_sale_invst_aggr,stock_div_subsid,income_loss_equity_invst_other,pre_tax_minority_int,int_invst_income,other_non_oper_income_exp,tot_non_oper_income_exp,pre_tax_income,tot_provsn_income_tax,income_aft_tax,minority_int,equity_earn_subsid,invst_gain_loss_other,other_income,income_cont_oper,income_discont_oper,income_bef_exord_acct_change,exord_income_loss,cumul_eff_acct_change,consol_net_income_loss,non_ctl_int,net_income_parent_comp,pref_stock_div_other_adj,net_income_loss_share_holder,eps_basic_cont_oper,eps_basic_discont_oper,eps_basic_acct_change,eps_basic_extra,eps_basic_consol,eps_basic_parent_comp,basic_net_eps,eps_diluted_cont_oper,eps_diluted_discont_oper,eps_diluted_acct_change,eps_diluted_extra,eps_diluted_consol,eps_diluted_parent_comp,diluted_net_eps,dilution_factor,avg_d_shares,avg_b_shares,norm_pre_tax_income,norm_aft_tax_income,ebitda,ebit,rpt_1_date,cash_sterm_invst,note_loan_rcv,rcv_est_doubt,rcv_tot,invty,prepaid_expense,def_charge_curr,def_tax_asset_curr,asset_discont_oper_curr,other_curr_asset,tot_curr_asset,gross_prop_plant_equip,tot_accum_deprec,net_prop_plant_equip,net_real_estate_misc_prop,cap_software,lterm_invst,adv_dep,lterm_rcv,invty_lterm,goodwill_intang_asset_tot,def_charge_non_curr,def_tax_asset_lterm,asset_discont_oper_lterm,pension_post_retire_asset,other_lterm_asset,tot_lterm_asset,tot_asset,note_pay,acct_pay,div_pay,other_pay,accrued_exp,other_accrued_exp,curr_portion_debt,curr_portion_cap_lease,curr_portion_tax_pay,defer_revnu_curr,defer_tax_liab_curr,liab_discont_oper_curr,other_curr_liab,tot_curr_liab,tot_lterm_debt,defer_revnu_non_curr,pension_post_retire_liab,defer_tax_liab_lterm,mand_redeem_pref_sec_subsid,pref_stock_liab,min_int,liab_disc_oper_lterm,other_non_curr_liab,tot_lterm_liab,tot_liab,tot_pref_stock,comm_stock_net,addtl_paid_in_cap,retain_earn_accum_deficit,equity_equiv,treas_stock,compr_income,def_compsn,other_share_holder_equity,tot_comm_equity,tot_share_holder_equity,tot_liab_share_holder_equity,comm_shares_out,pref_stock_shares_out,tang_stock_holder_equity,rpt_2_date,net_income_loss,tot_deprec_amort_cash_flow,other_non_cash_item,tot_non_cash_item,change_acct_rcv,change_invty,change_acct_pay,change_acct_pay_accrued_liab,change_income_tax,change_asset_liab,tot_change_asset_liab,oper_activity_other,cash_flow_oper_activity,net_change_prop_plant_equip,net_change_intang_asset,net_acq_divst,net_change_sterm_invst,net_change_lterm_invst,net_change_invst_tot,invst_activity_other,cash_flow_invst_activity,net_lterm_debt,net_curr_debt,debt_issue_retire_net_tot,net_comm_equity_issued_repurch,net_pref_equity_issued_repurch,net_tot_equity_issued_repurch,tot_comm_pref_stock_div_paid,fin_activity_other,cash_flow_fin_activity,fgn_exchange_rate_adj,disc_oper_misc_cash_flow_adj,incr_decr_cash,beg_cash,end_cash,stock_based_compsn,comm_stock_div_paid,pref_stock_div_paid,tot_deprec_amort_qd,stock_based_compsn_qd,cash_flow_oper_activity_qd,net_change_prop_plant_equip_qd,comm_stock_div_paid_qd,pref_stock_div_paid_qd,tot_comm_pref_stock_div_qd,wavg_shares_out,wavg_shares_out_diluted,eps_basic_net,eps_diluted_net
JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2016-09-30,Q,,2016,3,2016,3,F,10-Q,201603,4,225,10,12,0000200406,3,2834,2016-11-04,2016-11-04,NJ,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,732-524-0400,,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,UNITED STATES,X1,,,,,,,,,http://www.jnj.com,,2720532000,2016-10-28,,,,,,,,,,,2017-11-02,17820.0,5486.0,12334.0,,192.0,97.0,2178.0,,4772.0,,,54.0,12539.0,5281.0,,,,,,,,,,,,,,,,,,5281.0,1009.0,4272.0,,,,,4272.0,,4272.0,,,4272.0,,4272.0,,4272.0,1.5639,,,,1.5639,1.5639,1.53,1.5337,,,,1.5337,1.5337,1.53,-10.3384,2785.4,2785.4,5281.0,4272.0,6478.0,5570.0,2016-11-04,40433.0,,,11798.0,8488.0,2600.0,,,,,63319.0,38373.0,22278.0,16095.0,,,,,,,50813.0,,5897.0,,,4245.0,77050.0,140369.0,3443.0,5971.0,,,13018.0,,,,798.0,,,,,23230.0,23546.0,,8217.0,3193.0,,,,,9414.0,44370.0,67600.0,,3120.0,,108860.0,,26496.0,-12715.0,,,72769.0,72769.0,140369.0,2722.584,,21956.0,2017-11-02,12726.0,2699.0,830.0,3529.0,-746.0,-408.0,,-1220.0,,-1767.0,-4141.0,,12114.0,-1260.0,,-4050.0,,2760.0,2760.0,-37.0,-2587.0,10998.0,-3777.0,7221.0,-5842.0,,-5842.0,-6451.0,-15.0,-5087.0,33.0,,4473.0,13732.0,18205.0,704.0,-6451.0,,908.0,225.0,5361.0,-549.0,-2185.0,,-2185.0,2731.6,2785.4,1.56,1.53
JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2016-12-31,Q,,2016,4,2016,4,F,10-Q,201604,4,225,10,12,0000200406,3,2834,2017-02-27,2017-02-27,NJ,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,732-524-0400,,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,UNITED STATES,X1,,126400,,126400,,156073,PricewaterhouseCoopers LLP,Fair,http://www.jnj.com,,2713347000,2017-02-23,A. Gorsky,Chairman,D. J. Caruso,Chief Financial Officer,R. A. Kapusta,Chief Accounting Officer,M. C. Beckerle,Director,D. S. Davis,Director,2017-02-27,18106.0,5534.0,12572.0,,184.0,100.0,2640.0,,5309.0,,,-20.0,13782.0,4324.0,,,,,,,,,,,,,,,,,,4324.0,510.0,3814.0,,,,,3814.0,,3814.0,,,3814.0,,3814.0,,3814.0,1.4061,,,,1.4061,1.4061,1.38,1.3769,,,,1.3769,1.3769,1.38,8.7664,2764.5,2764.5,4324.0,3814.0,5663.0,4608.0,2017-11-02,41907.0,,,11699.0,8144.0,3282.0,,,,,65032.0,37773.0,21861.0,15912.0,,,,,,,49681.0,,6148.0,,,4435.0,76176.0,141208.0,4684.0,6918.0,,,13714.0,,,,971.0,,,,,26287.0,22442.0,,9615.0,2910.0,,,,,9536.0,44503.0,70790.0,,3120.0,,110551.0,,28352.0,-14901.0,,,70418.0,70418.0,141208.0,2706.511,,20737.0,2017-02-27,16540.0,3754.0,257.0,4011.0,-1076.0,-249.0,,656.0,,-1115.0,-1784.0,,18767.0,-1959.0,,-4509.0,,1830.0,1830.0,-123.0,-4761.0,9781.0,-1906.0,7875.0,-7790.0,,-7790.0,-8621.0,-15.0,-8551.0,-215.0,,5240.0,13732.0,18972.0,878.0,-8621.0,,1055.0,174.0,6653.0,-699.0,-2170.0,,-2170.0,2737.3,2788.9,1.4,1.38
JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2017-03-31,Q,,2017,1,2017,1,F,10-Q,201701,4,225,10,12,0000200406,3,2834,2017-05-08,2017-05-08,NJ,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,732-524-0400,,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,UNITED STATES,X1,,,,,,,,,http://www.jnj.com,,2693833000,2017-04-28,,,,,,,,,,,2017-05-08,17766.0,5386.0,12380.0,,204.0,121.0,2060.0,,4737.0,,,160.0,12191.0,5575.0,,,,,,,,,,,,,,,,,,5575.0,1153.0,4422.0,,,,,4422.0,,4422.0,,,4422.0,,4422.0,,4422.0,1.6338,,,,1.6338,1.6338,1.61,1.6054,,,,1.6054,1.6054,1.61,12.7451,2754.5,2754.5,5575.0,4422.0,6812.0,5900.0,2017-05-08,39343.0,,,12300.0,8878.0,2826.0,,,,,63347.0,38696.0,22505.0,16191.0,,,,,,,54310.0,,6380.0,,,4690.0,81571.0,144918.0,5355.0,6082.0,,,12549.0,,,,1133.0,,,,,25119.0,27015.0,,9609.0,3308.0,,,,,9526.0,49458.0,74577.0,,3120.0,,111643.0,,29900.0,-14522.0,,,70341.0,70341.0,144918.0,2694.909,,16031.0,2017-05-08,4422.0,912.0,239.0,1151.0,-109.0,-368.0,,-2030.0,,-153.0,-2660.0,,2913.0,-529.0,,-4852.0,,4444.0,4444.0,1.0,-936.0,4462.0,524.0,4986.0,-2940.0,,-2940.0,-2171.0,-25.0,-150.0,110.0,,1937.0,18972.0,20909.0,229.0,-2171.0,,912.0,229.0,2913.0,-529.0,-2171.0,,-2171.0,2706.6,2754.5,1.63,1.61
JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2017-06-30,Q,,2017,2,2017,2,F,10-Q,201702,4,225,10,12,0000200406,3,2834,2017-08-03,2017-08-03,NJ,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,732-524-0400,,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,UNITED STATES,X1,,,,,,,,,http://www.jnj.com,,2684000000,2017-07-28,,,,,,,,,,,2017-08-03,18839.0,5823.0,13016.0,,227.0,105.0,2285.0,,5262.0,,,-588.0,14091.0,4748.0,,,,,,,,,,,,,,,,,,4748.0,921.0,3827.0,,,,,3827.0,,3827.0,,,3827.0,,3827.0,,3827.0,1.4217,,,,1.4217,1.4217,1.4,1.396,,,,1.396,1.396,1.4,11.0999,2741.5,2741.5,4748.0,3827.0,6230.0,5080.0,2017-08-03,12853.0,,,13283.0,9699.0,2954.0,,,,,38789.0,40075.0,23617.0,16458.0,,,,,,,86176.0,,6111.0,,,5273.0,114018.0,152807.0,7209.0,6135.0,,,14769.0,,,,759.0,,,,,28872.0,27363.0,,9687.0,4846.0,,,,,10117.0,52013.0,80885.0,,3120.0,,113208.0,,31172.0,-13234.0,,,71922.0,71922.0,152807.0,2685.19,,-14254.0,2017-08-03,8249.0,2062.0,667.0,2729.0,-452.0,-421.0,,-1201.0,,-219.0,-2293.0,,8685.0,-1124.0,,-34072.0,,22093.0,22093.0,-80.0,-13183.0,4449.0,2455.0,6904.0,-4513.0,,-4513.0,-4433.0,-25.0,-2067.0,191.0,,-6374.0,18972.0,12598.0,522.0,-4433.0,,1150.0,293.0,5772.0,-595.0,-2262.0,,-2262.0,2691.9,2741.5,1.42,1.4
JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2017-09-30,Q,,2017,3,2017,3,F,10-Q,201703,4,225,10,12,0000200406,3,2834,2017-11-02,2017-11-02,NJ,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,732-524-0400,,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,NJ,08933,UNITED STATES,X1,,,,,,,,,http://www.jnj.com,,2686520000,2017-10-27,,,,,,,,,,,2017-11-02,19650.0,6902.0,12748.0,,229.0,74.0,2574.0,,5396.0,,,236.0,14860.0,4790.0,,,,,,,,,,,,,,,,,,4790.0,1026.0,3764.0,,,,,3764.0,,3764.0,,,3764.0,,3764.0,,3764.0,1.4021,,,,1.4021,1.4021,1.37,1.3749,,,,1.3749,1.3749,1.37,-13.3511,2737.7,2737.7,4790.0,3764.0,6804.0,5093.0,2017-11-02,16231.0,,,13155.0,9521.0,2922.0,,,,,41829.0,40928.0,24300.0,16628.0,,,,,,,85877.0,,6303.0,,,5021.0,113829.0,155658.0,8491.0,6390.0,,,15742.0,,,,1183.0,,,,,31806.0,26675.0,,9686.0,4410.0,,,,,9102.0,49873.0,81679.0,,3120.0,,114805.0,,31199.0,-12747.0,,,73979.0,73979.0,155658.0,2684.982,,-11898.0,2017-11-02,12013.0,3773.0,133.0,3906.0,-241.0,-193.0,,339.0,,-873.0,-968.0,,14951.0,-1313.0,,-34646.0,,21713.0,21713.0,-117.0,-14363.0,3441.0,3824.0,7265.0,-4689.0,,-4689.0,-6687.0,-25.0,-4136.0,297.0,,-3251.0,18972.0,15721.0,758.0,-6687.0,,1711.0,236.0,6266.0,-189.0,-2254.0,,-2254.0,2684.6,2737.7,1.4,1.37
CHL,JPM,JPMORGAN CHASE,J P Morgan Chase & Co,NYSE,USD,2011-12-31,A,,2011,4,2011,4,F,10-K,2011,13,204,7,12,0000019617,12,6021,2012-02-29,2012-02-29,DE,"270 PARK AVE, 38TH FL",NEW YORK,NY,10017,212-270-6000,212-270-1648,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,260157,,260157,,223070,PricewaterhouseCoopers LLP,Fair,http://www.jpmorganchase.com,jpmcinvestorrelations@jpmchase.com,3817360000,2012-01-31,James Dimon,"Chairman, C.E.O.and Director",Douglas L. Braunstein,Exec.V.P.and C.F.O.,Frank J. Bisignano,Chief Administrative Officer,Michael J. Cavanagh,C.E.O.of Treas.& Sec.Serv.,Ina R. Drew,Chief Investment Officer,2014-02-20,110838.0,13604.0,97234.0,848.0,,,,,69637.0,,,,84089.0,26749.0,,,,,,,,,,,,,,,,,,26749.0,7773.0,18976.0,,,,,18976.0,,18976.0,,,18976.0,,18976.0,1408.0,17568.0,4.8651,,,,4.8651,4.8651,4.5,4.8404,,,,4.8404,4.8404,4.48,-5.0566,3920.3,3900.4,26749.0,18976.0,,,2013-02-28,824158.0,757589.0,,,,,,,,,1581747.0,,,14041.0,,,507255.0,,,,58618.0,,,,,104131.0,684045.0,2265792.0,265163.0,1330701.0,,,,,,,,,,,141695.0,1737559.0,278683.0,,,,,,65977.0,,,344660.0,2082219.0,7800.0,4105.0,95602.0,88315.0,,13155.0,944.0,,-38.0,175773.0,183573.0,2265792.0,3772.691,0.78,124955.0,2014-02-20,18976.0,5105.0,10349.0,15454.0,10186.0,36443.0,,35203.0,,-26487.0,55345.0,6157.0,95932.0,,,102.0,-76082.0,-46822.0,-122904.0,-47950.0,-170752.0,-27234.0,-55886.0,-83120.0,-8863.0,,-8863.0,-3895.0,203584.0,107706.0,-851.0,,32035.0,27567.0,59602.0,2675.0,-3895.0,,,,,,,,,3900.4,3920.3,4.5,4.48
CHL,JPM,JPMORGAN CHASE,J P Morgan Chase & Co,NYSE,USD,2012-12-31,A,,2012,4,2012,4,F,10-K,2012,13,204,7,12,0000019617,12,6021,2013-02-28,2013-02-28,DE,"270 PARK AVE, 38TH FL",NEW YORK,NY,10017,212-270-6000,212-270-1648,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,258965,,258965,,217055,PricewaterhouseCoopers LLP,Fair,http://www.jpmorganchase.com,jpmcinvestorrelations@jpmchase.com,3827467000,2013-01-31,James Dimon,"Chairman, Chief Executive Officer, Director",Frank J. Bisignano,Co-Chief Operating Officer,Marianne Lake,Executive Vice President and Chief Financial Officer,John J. Hogan,Chief Risk Officer,John L. Donnelly,Head of Human Resources,2015-02-24,108074.0,11043.0,97031.0,,,,,,68114.0,,,,79157.0,28917.0,,,,,,,,,,,,,,,,,,28917.0,7633.0,21284.0,,,,,21284.0,,21284.0,,,21284.0,,21284.0,1407.0,19877.0,5.5872,,,,5.5872,5.5872,5.22,5.5685,,,,5.5685,5.5685,5.2,-1.5605,3822.2,3809.4,28917.0,21284.0,,,2014-02-20,921861.0,772793.0,,,,,,,,,1694654.0,,,14519.0,,,490169.0,,,,58024.0,,,,,101775.0,664487.0,2359141.0,295470.0,1388833.0,,,,,,,,,,,131918.0,1816221.0,275660.0,,,,,,63191.0,,,338851.0,2155072.0,9058.0,4105.0,94604.0,104223.0,,12002.0,4102.0,,-21.0,195011.0,204069.0,2359141.0,3803.952,0.906,146045.0,2015-02-24,21284.0,5147.0,4950.0,10097.0,908.0,-5379.0,,-13069.0,,14851.0,-2689.0,-3613.0,25079.0,,,88.0,-97416.0,4964.0,-92452.0,-27461.0,-119825.0,-10202.0,35861.0,25659.0,-419.0,,-419.0,-5194.0,67661.0,87707.0,1160.0,,-5879.0,59602.0,53723.0,2545.0,-5194.0,,,,,,,,,3809.4,3822.2,5.22,5.2
CHL,JPM,JPMORGAN CHASE,J P Morgan Chase & Co,NYSE,USD,2013-12-31,A,,2013,4,2013,4,F,10-K,2013,13,204,7,12,0000019617,12,6021,2014-02-20,2014-02-19,DE,"270 PARK AVE,38TH FL",NEW YORK,NY,10017,2122706000,212-270-1648,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,251196,,251196,,207543,PricewaterhouseCoopers LLP,Fair,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3786825000,2014-01-31,James Dimon,"Chairman, Chief Executive Officer & Director",Marianne Lake,Executive Vice President and Chief Financial Officer,Mark W. O¿Donovan,Managing Director and Corporate Controller,Linda B. Bammann,Director,James A. Bell,Director,2016-02-23,106717.0,9350.0,97367.0,,,,,,70692.0,,,,80042.0,26675.0,,,,,,,,,,,,,,,,,,26675.0,8789.0,17886.0,,,,,17886.0,,17886.0,,,17886.0,,17886.0,1329.0,16557.0,4.7287,,,,4.7287,4.7287,4.39,4.6885,,,,4.6885,4.6885,4.35,-0.334,3814.9,3782.4,26675.0,17886.0,,,2015-02-24,978602.0,787314.0,,,,,,,,,1765916.0,,,14891.0,,,465468.0,,,,59313.0,,,,,110101.0,649773.0,2415689.0,239011.0,1482256.0,,,,,,,,,,,137744.0,1859011.0,295883.0,,,,,,49617.0,,,345500.0,2204511.0,11158.0,4105.0,93828.0,115756.0,,14847.0,1199.0,,-21.0,200020.0,211178.0,2415689.0,3756.108,1.115,151865.0,2016-02-23,17886.0,5306.0,9916.0,15222.0,-4702.0,89110.0,,-5750.0,,-1684.0,76974.0,-2129.0,107953.0,,,,-146637.0,8652.0,-137985.0,-12516.0,-150501.0,23049.0,-56083.0,-33034.0,-4789.0,2073.0,-2716.0,-6056.0,70130.0,28324.0,272.0,,-13952.0,53723.0,39771.0,,-6056.0,,,,,,,,,3782.4,3814.9,4.38,4.34
CHL,JPM,JPMORGAN CHASE,J P Morgan Chase & Co,NYSE,USD,2014-12-31,A,,2014,4,2014,4,F,10-K,2014,13,204,7,12,0000019617,12,6021,2015-02-24,2015-02-24,DE,"270 PARK AVE,38TH FL",NEW YORK,NY,10017,2122706000,302-655-5049,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,241359,,241359,,205115,PricewaterhouseCoopers LLP,Fair,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3728313000,2015-01-31,James Dimon,"Chairman, Chief Executive Officer & Director",Marianne Lake,Executive Vice President and Chief Financial Officer,Mark W. O¿Donovan,Managing Director and Corporate Controller,Linda B. Bammann,Director,James A. Bell,Director,2017-02-28,103009.0,7897.0,95112.0,,,,,,64413.0,,,,72310.0,30699.0,,,,,,,,,,,,,,,,,,30699.0,8954.0,21745.0,,,,,21745.0,,21745.0,,,21745.0,,21745.0,1668.0,20077.0,5.7779,,,,5.7779,5.7779,5.34,5.7261,,,,5.7261,5.7261,5.29,11.7754,3797.5,3763.5,30699.0,21745.0,,,2016-02-23,1127099.0,813230.0,,,,,,,,,1940329.0,,,15133.0,,,458439.0,,,,56275.0,,,,,102098.0,631945.0,2572274.0,258445.0,1570366.0,,,,,,,,,,,152815.0,1981626.0,306601.0,,,,,,52320.0,,,358921.0,2340547.0,20063.0,4105.0,93270.0,129977.0,,17856.0,2189.0,,-21.0,211664.0,231727.0,2572274.0,3714.789,2.006,175452.0,2017-02-28,21745.0,4759.0,9614.0,14373.0,245.0,-24814.0,,6058.0,,18672.0,161.0,314.0,36593.0,,,,-137578.0,1395.0,-136183.0,-29453.0,-165636.0,13240.0,20147.0,33387.0,-4760.0,8847.0,4087.0,-6990.0,87744.0,118228.0,-1125.0,,-11940.0,39771.0,27831.0,,-6990.0,,,,,,,,,3763.5,3797.5,5.33,5.29
CHL,JPM,JPMORGAN CHASE,J P Morgan Chase & Co,NYSE,USD,2015-12-31,A,,2015,4,2015,4,F,10-K,2015,13,204,7,12,0000019617,12,6021,2016-02-23,2016-02-23,DE,270 PARK AVE,NEW YORK,NY,10017,2122706000,302-655-5049,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,234598,,234598,,200881,PricewaterhouseCoopers LLP,Fair,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3670265000,2016-01-31,James Dimon,"Chairman, Chief Executive Officer and Director",Marianne Lake,Executive Vice President and Chief Financial Officer,Mark W. O¿Donovan,Managing Director and Corporate Controller,Linda B. Bammann,Director,Crandall C. Bowles,Director,2017-02-28,101006.0,7463.0,93543.0,,,,,,62841.0,,,,70304.0,30702.0,,,,,,,,,,,,,,,,,,30702.0,6260.0,24442.0,,,,,24442.0,,24442.0,,,24442.0,,24442.0,2036.0,22406.0,6.6052,,,,6.6052,6.6052,6.05,6.5479,,,,6.5479,6.5479,6.0,-9.1992,3732.8,3700.4,30702.0,24442.0,,,2017-02-28,916919.0,870349.0,,,,,,,,,1787268.0,,,14362.0,,,389548.0,,,,54948.0,,,,,105572.0,564430.0,2351698.0,168240.0,1457353.0,,,,,,,,,,,126897.0,1752490.0,309756.0,,,,,,41879.0,,,351635.0,2104125.0,26068.0,4105.0,92500.0,146420.0,,21691.0,192.0,,-21.0,221505.0,247573.0,2351698.0,3663.475,2.607,192625.0,2017-02-28,24442.0,4940.0,6945.0,11885.0,23918.0,62212.0,,-23361.0,,-20508.0,42261.0,-5122.0,73466.0,,,,147652.0,45983.0,193635.0,-86655.0,106980.0,12364.0,-97243.0,-84879.0,-5616.0,5893.0,277.0,-7873.0,-95036.0,-187511.0,-276.0,,-7341.0,27831.0,20490.0,,-7873.0,,,,,,,,,3700.4,3732.8,6.05,6.0
CHL,JPM,JPMORGAN CHASE,J P Morgan Chase & Co,NYSE,USD,2016-12-31,A,,2016,4,2016,4,F,10-K,2016,13,204,7,12,0000019617,12,6021,2017-02-28,2017-02-28,DE,270 PARK AVE,NEW YORK,NY,10017,2122706000,302-655-5049,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,243355,,243355,,196792,PricewaterhouseCoopers LLP,Fair,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3571963000,2017-01-31,James Dimon,"Chairman, Chief Executive Officer and Director",Marianne Lake,Executive Vice President and Chief Financial Officer,Nicole Giles,Managing Director and Corporate Controller,Linda B. Bammann,Director,James A. Bell,Director,2017-02-28,105486.0,9818.0,95668.0,,,,,,61132.0,,,,70950.0,34536.0,,,,,,,,,,,,,,,,,,34536.0,9803.0,24733.0,,,,,24733.0,,24733.0,,,24733.0,,24733.0,2150.0,22583.0,6.8352,,,,6.8352,6.8352,6.24,6.7765,,,,6.7765,6.7765,6.19,9.2617,3649.8,3618.5,34536.0,24733.0,,,2017-02-28,991732.0,933319.0,,,,,,,,,1925051.0,,,14131.0,,,385468.0,,,,54246.0,,,,,112076.0,565921.0,2490972.0,177404.0,1565722.0,,,,,,,,,,,136659.0,1879785.0,317950.0,,,,,,39047.0,,,356997.0,2236782.0,26068.0,4105.0,91627.0,162440.0,,28854.0,-1175.0,,-21.0,228122.0,254190.0,2490972.0,3561.19,2.607,199944.0,2017-02-28,24733.0,5478.0,11811.0,17289.0,-6726.0,-20007.0,,3740.0,,2994.0,-19999.0,-1827.0,20196.0,,,,-43215.0,-3342.0,-46557.0,-68392.0,-114949.0,14121.0,10546.0,24667.0,-9082.0,,-9082.0,-8476.0,91162.0,98271.0,-135.0,,3383.0,20490.0,23873.0,,-8476.0,,,,,,,,,3618.5,3649.8,6.24,6.19
CHL,JPM,JPMORGAN CHASE,J P Morgan Chase & Co,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,F,10-Q,201101,13,204,7,12,0000019617,3,6021,2011-05-06,2011-05-05,DE,"270 PARK AVE, 38TH FL",NEW YORK,NY,10017,212-270-6000,212-270-1648,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,,,,,,,,http://www.jpmorganchase.com,jpmcinvestorrelations@jpmchase.com,3973685000,2011-04-30,,,,,,,,,,,2012-05-10,28763.0,3542.0,25221.0,217.0,,,,,16947.0,,,,20706.0,8057.0,,,,,,,,,,,,,,,,,,8057.0,2502.0,5555.0,,,,,5555.0,,5555.0,,,5555.0,,5555.0,419.0,5136.0,1.3952,,,,1.3952,1.3952,1.29,1.3839,,,,1.3839,1.3839,1.28,2.0479,4014.1,3981.6,8057.0,5555.0,,,2011-05-06,822815.0,735482.0,,,,,,,,,1558297.0,,,13422.0,,,453800.0,,,,65806.0,,,,,106836.0,639864.0,2198161.0,331466.0,1167467.0,,,,,,,,,,,141393.0,1640326.0,306320.0,,,,,,70917.0,,,377237.0,2017563.0,7800.0,4105.0,94660.0,78342.0,,4968.0,712.0,,-53.0,172798.0,180598.0,2198161.0,3986.625,0.78,114792.0,2012-05-10,5555.0,1274.0,1683.0,2957.0,-10198.0,-5451.0,,2396.0,,-5610.0,-18863.0,4372.0,-5979.0,,,-15.0,-54084.0,-14713.0,-68797.0,3002.0,-65810.0,-10194.0,22129.0,11935.0,-95.0,,-95.0,-246.0,55734.0,67328.0,363.0,,-4098.0,27567.0,23469.0,830.0,-246.0,,1274.0,830.0,-5979.0,,-246.0,,-246.0,3981.6,4014.1,1.29,1.28
